attendance_id,employee_id,attendance_date,status,check_in,check_out,overtime_hours,year,month,month_name,day_name
ATT019652,EMP01206,2025-07-05,Present,08:38:00,18:27:00,0.0,2025,7,July,Saturday
ATT000178,EMP01206,2025-09-14,On Leave,,,0.0,2025,9,September,Sunday
ATT037687,EMP01206,2025-10-16,Present,10:53:00,20:28:00,0.0,2025,10,October,Thursday
ATT012709,EMP01206,2025-12-04,Work From Home,08:31:00,20:55:00,0.0,2025,12,December,Thursday
ATT001079,EMP01206,2026-01-13,Present,10:37:00,20:52:00,0.0,2026,1,January,Tuesday
ATT006296,EMP01206,2026-02-14,Work From Home,08:28:00,19:05:00,0.0,2026,2,February,Saturday
ATT024554,EMP01206,2026-04-07,Present,08:26:00,19:20:00,0.0,2026,4,April,Tuesday
ATT031694,EMP01206,2026-06-15,Work From Home,09:52:00,20:14:00,0.0,2026,6,June,Monday
ATT009577,EMP01206,2026-07-03,Work From Home,08:10:00,18:30:00,0.0,2026,7,July,Friday
ATT026178,EMP01207,2025-02-06,Work From Home,10:25:00,20:52:00,0.0,2025,2,February,Thursday
ATT016747,EMP01207,2025-03-05,Present,08:06:00,19:13:00,0.0,2025,3,March,Wednesday
ATT014404,EMP01207,2025-03-16,Present,09:15:00,17:28:00,3.6,2025,3,March,Sunday
ATT001460,EMP01207,2025-03-23,Present,08:46:00,17:51:00,0.0,2025,3,March,Sunday
ATT016046,EMP01207,2025-04-07,Present,10:02:00,17:00:00,0.0,2025,4,April,Monday
ATT036391,EMP01207,2025-04-23,Present,09:32:00,18:09:00,0.0,2025,4,April,Wednesday
ATT013407,EMP01207,2025-06-02,Present,10:02:00,17:16:00,0.0,2025,6,June,Monday
ATT016872,EMP01207,2025-06-16,On Leave,,,0.0,2025,6,June,Monday
ATT031972,EMP01207,2025-07-04,Present,10:56:00,20:40:00,2.0,2025,7,July,Friday
ATT032442,EMP01207,2025-09-12,Present,09:17:00,19:17:00,0.0,2025,9,September,Friday
ATT008525,EMP01207,2025-10-14,Present,10:20:00,18:55:00,2.6,2025,10,October,Tuesday
ATT012414,EMP01207,2025-12-09,Half Day,09:27:00,19:48:00,0.0,2025,12,December,Tuesday
ATT002678,EMP01207,2026-01-23,Present,10:25:00,17:37:00,2.5,2026,1,January,Friday
ATT015585,EMP01207,2026-03-22,Present,10:24:00,19:06:00,0.0,2026,3,March,Sunday
ATT031723,EMP01207,2026-04-03,Work From Home,10:10:00,18:30:00,0.0,2026,4,April,Friday
ATT036708,EMP01207,2026-04-28,Present,10:09:00,17:38:00,0.0,2026,4,April,Tuesday
ATT004907,EMP01207,2026-06-03,Present,10:19:00,20:54:00,2.3,2026,6,June,Wednesday
ATT009268,EMP01208,2025-03-19,Work From Home,09:37:00,18:57:00,0.0,2025,3,March,Wednesday
ATT010474,EMP01208,2025-03-23,Present,09:25:00,20:24:00,0.0,2025,3,March,Sunday
ATT013343,EMP01208,2025-06-11,Present,08:58:00,19:42:00,0.7,2025,6,June,Wednesday
ATT035469,EMP01208,2025-08-21,Present,08:21:00,18:03:00,0.0,2025,8,August,Thursday
ATT027060,EMP01208,2025-12-14,Work From Home,08:41:00,20:12:00,0.0,2025,12,December,Sunday
ATT017982,EMP01208,2025-12-28,On Leave,,,0.0,2025,12,December,Sunday
ATT015954,EMP01208,2026-01-28,Present,10:24:00,18:17:00,2.4,2026,1,January,Wednesday
ATT016192,EMP01208,2026-01-31,Present,10:14:00,20:03:00,0.0,2026,1,January,Saturday
ATT000174,EMP01208,2026-03-04,Present,10:55:00,19:52:00,0.0,2026,3,March,Wednesday
ATT029579,EMP01208,2026-03-21,Present,08:18:00,20:57:00,0.0,2026,3,March,Saturday
ATT032101,EMP01208,2026-05-15,Present,10:55:00,19:44:00,0.0,2026,5,May,Friday
ATT041899,EMP01208,2026-06-15,Present,09:46:00,20:09:00,0.0,2026,6,June,Monday
ATT039759,EMP01209,2025-03-14,Work From Home,09:59:00,18:08:00,0.0,2025,3,March,Friday
ATT016797,EMP01209,2025-05-07,Present,08:08:00,20:57:00,0.0,2025,5,May,Wednesday
ATT033281,EMP01209,2025-06-16,Present,09:10:00,19:38:00,0.0,2025,6,June,Monday
ATT007212,EMP01209,2025-07-02,Present,09:07:00,19:26:00,0.0,2025,7,July,Wednesday
ATT028179,EMP01209,2025-07-11,Present,10:41:00,17:07:00,0.0,2025,7,July,Friday
ATT014747,EMP01209,2025-07-22,Present,10:01:00,20:33:00,1.9,2025,7,July,Tuesday
ATT027171,EMP01209,2025-09-17,Present,10:43:00,18:33:00,0.0,2025,9,September,Wednesday
ATT037338,EMP01209,2025-10-11,On Leave,,,0.0,2025,10,October,Saturday
ATT018596,EMP01209,2025-10-27,Present,08:33:00,19:54:00,0.0,2025,10,October,Monday
ATT021457,EMP01209,2026-03-13,Present,09:09:00,18:23:00,0.0,2026,3,March,Friday
ATT038825,EMP01209,2026-03-19,Present,10:17:00,20:38:00,0.0,2026,3,March,Thursday
ATT018053,EMP01210,2025-01-17,Work From Home,10:34:00,18:05:00,0.0,2025,1,January,Friday
ATT022323,EMP01210,2025-01-25,Present,10:54:00,17:30:00,0.0,2025,1,January,Saturday
ATT039576,EMP01210,2025-05-23,Present,08:51:00,18:39:00,0.0,2025,5,May,Friday
ATT034362,EMP01210,2025-06-16,Present,09:32:00,17:37:00,0.0,2025,6,June,Monday
ATT032806,EMP01210,2025-06-21,Present,10:59:00,18:14:00,0.0,2025,6,June,Saturday
ATT010347,EMP01210,2025-06-26,Present,10:51:00,18:05:00,2.3,2025,6,June,Thursday
ATT007689,EMP01210,2025-07-02,On Leave,,,0.0,2025,7,July,Wednesday
ATT003058,EMP01210,2025-09-02,Present,09:42:00,18:41:00,1.3,2025,9,September,Tuesday
ATT022388,EMP01210,2025-09-14,Present,08:56:00,20:02:00,0.0,2025,9,September,Sunday
ATT007497,EMP01210,2025-10-04,Present,08:34:00,17:00:00,0.0,2025,10,October,Saturday
ATT010807,EMP01210,2025-10-30,Present,10:16:00,19:42:00,0.0,2025,10,October,Thursday
ATT010100,EMP01210,2026-02-22,Present,10:06:00,20:20:00,0.0,2026,2,February,Sunday
ATT006744,EMP01210,2026-03-25,Work From Home,08:40:00,19:15:00,0.0,2026,3,March,Wednesday
ATT002330,EMP01210,2026-04-29,On Leave,,,0.0,2026,4,April,Wednesday
ATT035733,EMP01210,2026-07-01,Present,08:23:00,17:23:00,0.0,2026,7,July,Wednesday
ATT028425,EMP01211,2025-01-22,Present,09:17:00,19:22:00,0.0,2025,1,January,Wednesday
ATT013976,EMP01211,2025-03-16,Absent,,,0.0,2025,3,March,Sunday
ATT008032,EMP01211,2025-03-30,Absent,,,0.0,2025,3,March,Sunday
ATT001600,EMP01211,2025-04-12,Work From Home,10:37:00,20:28:00,0.0,2025,4,April,Saturday
ATT000008,EMP01211,2025-05-31,Present,09:51:00,19:22:00,0.0,2025,5,May,Saturday
ATT040754,EMP01211,2025-08-19,Present,08:55:00,17:34:00,0.0,2025,8,August,Tuesday
ATT036180,EMP01211,2025-08-26,Present,10:30:00,18:42:00,0.0,2025,8,August,Tuesday
ATT021914,EMP01211,2025-09-19,On Leave,,,0.0,2025,9,September,Friday
ATT015253,EMP01211,2025-10-23,Present,10:18:00,18:00:00,1.5,2025,10,October,Thursday
ATT010680,EMP01211,2025-12-21,Present,08:42:00,18:04:00,0.0,2025,12,December,Sunday
ATT013646,EMP01211,2025-12-31,On Leave,,,0.0,2025,12,December,Wednesday
ATT001598,EMP01211,2026-03-15,Present,08:01:00,17:28:00,0.0,2026,3,March,Sunday
ATT033860,EMP01211,2026-04-08,Absent,,,0.0,2026,4,April,Wednesday
ATT005086,EMP01211,2026-04-30,On Leave,,,0.0,2026,4,April,Thursday
ATT041010,EMP01211,2026-06-06,Present,08:57:00,19:57:00,2.4,2026,6,June,Saturday
ATT000061,EMP01212,2025-04-25,Work From Home,10:34:00,17:06:00,0.0,2025,4,April,Friday
ATT018771,EMP01212,2025-05-17,Absent,,,0.0,2025,5,May,Saturday
ATT019375,EMP01212,2025-07-21,Present,10:37:00,17:13:00,0.0,2025,7,July,Monday
ATT016809,EMP01212,2025-08-27,Present,10:49:00,20:23:00,0.0,2025,8,August,Wednesday
ATT024050,EMP01212,2026-01-20,Present,09:09:00,19:10:00,0.0,2026,1,January,Tuesday
ATT038143,EMP01212,2026-02-26,Present,09:23:00,18:25:00,0.0,2026,2,February,Thursday
ATT000931,EMP01212,2026-05-10,Present,09:58:00,19:58:00,0.0,2026,5,May,Sunday
ATT004271,EMP01212,2026-07-05,Present,10:30:00,19:36:00,0.0,2026,7,July,Sunday
ATT041727,EMP01213,2025-02-26,Present,10:35:00,20:53:00,0.0,2025,2,February,Wednesday
ATT037864,EMP01213,2025-05-09,Half Day,09:07:00,17:03:00,0.0,2025,5,May,Friday
ATT032371,EMP01213,2025-06-11,Present,09:42:00,18:58:00,0.6,2025,6,June,Wednesday
ATT024047,EMP01213,2025-08-17,On Leave,,,0.0,2025,8,August,Sunday
ATT010648,EMP01213,2025-09-11,Absent,,,0.0,2025,9,September,Thursday
ATT006864,EMP01213,2025-09-26,Present,08:03:00,20:05:00,0.0,2025,9,September,Friday
ATT014352,EMP01213,2025-10-17,Present,08:22:00,19:04:00,0.0,2025,10,October,Friday
ATT008119,EMP01213,2025-11-25,Present,09:24:00,18:44:00,0.0,2025,11,November,Tuesday
ATT017828,EMP01213,2026-03-14,Present,09:25:00,20:33:00,0.7,2026,3,March,Saturday
ATT005715,EMP01213,2026-03-17,Present,10:28:00,17:48:00,0.0,2026,3,March,Tuesday
ATT027051,EMP01213,2026-03-20,Present,09:14:00,20:03:00,0.0,2026,3,March,Friday
ATT031421,EMP01213,2026-04-22,Present,10:57:00,17:50:00,0.0,2026,4,April,Wednesday
ATT034170,EMP01213,2026-06-17,Present,09:20:00,17:24:00,0.0,2026,6,June,Wednesday
ATT032540,EMP01213,2026-06-29,Present,10:53:00,19:45:00,0.6,2026,6,June,Monday
ATT030359,EMP01213,2026-07-17,Present,08:54:00,20:22:00,0.0,2026,7,July,Friday
ATT037121,EMP01214,2025-03-06,Present,08:24:00,18:01:00,0.0,2025,3,March,Thursday
ATT036024,EMP01214,2025-03-23,Present,09:56:00,19:19:00,0.0,2025,3,March,Sunday
ATT014357,EMP01214,2025-03-30,Present,08:42:00,20:43:00,1.1,2025,3,March,Sunday
ATT037439,EMP01214,2025-04-19,Present,08:10:00,17:49:00,2.4,2025,4,April,Saturday
ATT014108,EMP01214,2025-07-03,Half Day,08:53:00,18:44:00,0.0,2025,7,July,Thursday
ATT013411,EMP01214,2025-09-07,Work From Home,09:02:00,17:46:00,0.0,2025,9,September,Sunday
ATT039153,EMP01214,2025-11-02,Present,09:57:00,19:24:00,0.0,2025,11,November,Sunday
ATT015043,EMP01214,2025-11-17,On Leave,,,0.0,2025,11,November,Monday
ATT028731,EMP01214,2025-12-18,Absent,,,0.0,2025,12,December,Thursday
ATT020646,EMP01214,2025-12-22,Present,09:02:00,17:39:00,0.9,2025,12,December,Monday
ATT036859,EMP01214,2026-01-26,Present,08:48:00,19:39:00,3.8,2026,1,January,Monday
ATT013207,EMP01214,2026-02-03,Work From Home,10:39:00,18:45:00,0.0,2026,2,February,Tuesday
ATT034069,EMP01214,2026-03-31,Work From Home,09:21:00,17:42:00,0.0,2026,3,March,Tuesday
ATT019038,EMP01214,2026-04-15,Present,09:12:00,17:10:00,0.0,2026,4,April,Wednesday
ATT018183,EMP01214,2026-05-22,Work From Home,08:12:00,20:23:00,0.0,2026,5,May,Friday
ATT020285,EMP01215,2025-01-12,Work From Home,10:22:00,18:51:00,0.0,2025,1,January,Sunday
ATT029434,EMP01215,2025-01-17,On Leave,,,0.0,2025,1,January,Friday
ATT016090,EMP01215,2025-02-21,Present,08:20:00,18:44:00,0.0,2025,2,February,Friday
ATT011781,EMP01215,2025-03-21,Present,10:44:00,20:36:00,3.8,2025,3,March,Friday
ATT031853,EMP01215,2025-10-22,Present,08:35:00,19:16:00,0.0,2025,10,October,Wednesday
ATT031169,EMP01215,2025-10-29,Work From Home,10:25:00,17:11:00,0.0,2025,10,October,Wednesday
ATT024863,EMP01215,2025-11-12,Present,10:31:00,20:36:00,0.0,2025,11,November,Wednesday
ATT010877,EMP01215,2025-11-18,Present,10:49:00,18:50:00,0.0,2025,11,November,Tuesday
ATT015343,EMP01215,2025-12-10,Present,10:28:00,19:37:00,0.0,2025,12,December,Wednesday
ATT037280,EMP01215,2025-12-14,Present,08:05:00,20:52:00,0.0,2025,12,December,Sunday
ATT028943,EMP01215,2026-03-04,Present,10:01:00,17:02:00,0.0,2026,3,March,Wednesday
ATT021189,EMP01215,2026-06-15,Present,09:10:00,20:08:00,0.0,2026,6,June,Monday
ATT033379,EMP01216,2025-02-07,Present,08:32:00,19:00:00,1.5,2025,2,February,Friday
ATT039683,EMP01216,2025-03-01,Present,08:48:00,20:20:00,3.7,2025,3,March,Saturday
ATT028124,EMP01216,2025-03-09,Present,10:08:00,19:47:00,0.0,2025,3,March,Sunday
ATT009303,EMP01216,2025-05-07,On Leave,,,0.0,2025,5,May,Wednesday
ATT013666,EMP01216,2025-09-24,Work From Home,10:06:00,18:00:00,0.0,2025,9,September,Wednesday
ATT019520,EMP01216,2025-12-12,Present,09:21:00,18:25:00,0.0,2025,12,December,Friday
ATT036637,EMP01216,2025-12-31,On Leave,,,0.0,2025,12,December,Wednesday
ATT021335,EMP01216,2026-02-10,Present,09:00:00,17:24:00,0.0,2026,2,February,Tuesday
ATT025964,EMP01217,2025-01-13,Half Day,10:56:00,19:32:00,0.0,2025,1,January,Monday
ATT036534,EMP01217,2025-02-02,On Leave,,,0.0,2025,2,February,Sunday
ATT000068,EMP01217,2025-02-17,Absent,,,0.0,2025,2,February,Monday
ATT024867,EMP01217,2025-04-16,On Leave,,,0.0,2025,4,April,Wednesday
ATT033098,EMP01217,2025-04-28,Work From Home,10:54:00,19:33:00,0.0,2025,4,April,Monday
ATT024100,EMP01217,2025-06-17,On Leave,,,0.0,2025,6,June,Tuesday
ATT007308,EMP01217,2025-07-29,Present,08:03:00,18:40:00,1.8,2025,7,July,Tuesday
ATT008333,EMP01217,2025-09-28,On Leave,,,0.0,2025,9,September,Sunday
ATT004713,EMP01217,2025-10-24,Present,09:38:00,19:00:00,0.0,2025,10,October,Friday
ATT002481,EMP01217,2025-12-04,Half Day,08:18:00,18:30:00,0.0,2025,12,December,Thursday
ATT033810,EMP01217,2026-02-13,Present,08:57:00,20:26:00,0.0,2026,2,February,Friday
ATT041605,EMP01217,2026-03-27,Present,09:36:00,19:51:00,0.0,2026,3,March,Friday
ATT014308,EMP01217,2026-05-31,Present,08:48:00,19:46:00,0.0,2026,5,May,Sunday
ATT015167,EMP01217,2026-06-01,Present,10:43:00,20:06:00,0.0,2026,6,June,Monday
ATT026268,EMP01218,2025-01-02,Present,09:58:00,20:27:00,3.9,2025,1,January,Thursday
ATT000280,EMP01218,2025-02-20,On Leave,,,0.0,2025,2,February,Thursday
ATT033294,EMP01218,2025-02-26,On Leave,,,0.0,2025,2,February,Wednesday
ATT010298,EMP01218,2025-03-05,Present,08:35:00,17:51:00,0.0,2025,3,March,Wednesday
ATT026635,EMP01218,2025-04-05,Work From Home,10:30:00,18:15:00,0.0,2025,4,April,Saturday
ATT010460,EMP01218,2025-07-18,Absent,,,0.0,2025,7,July,Friday
ATT040808,EMP01218,2025-07-31,Present,09:37:00,19:11:00,0.0,2025,7,July,Thursday
ATT038242,EMP01218,2025-08-10,Work From Home,10:29:00,19:25:00,0.0,2025,8,August,Sunday
ATT010267,EMP01218,2025-08-14,Work From Home,10:21:00,20:00:00,0.0,2025,8,August,Thursday
ATT014637,EMP01218,2025-09-25,Present,08:31:00,19:09:00,0.0,2025,9,September,Thursday
ATT037832,EMP01218,2025-10-15,Present,10:01:00,17:01:00,0.0,2025,10,October,Wednesday
ATT009723,EMP01218,2025-11-17,Absent,,,0.0,2025,11,November,Monday
ATT002822,EMP01218,2025-11-19,Work From Home,08:30:00,20:55:00,0.0,2025,11,November,Wednesday
ATT003935,EMP01218,2026-02-20,Present,10:06:00,19:16:00,0.0,2026,2,February,Friday
ATT016822,EMP01218,2026-03-01,Present,10:47:00,18:22:00,0.0,2026,3,March,Sunday
ATT019061,EMP01218,2026-03-14,Present,08:03:00,17:39:00,0.0,2026,3,March,Saturday
ATT033814,EMP01219,2025-01-01,On Leave,,,0.0,2025,1,January,Wednesday
ATT038779,EMP01219,2025-04-29,Work From Home,10:53:00,19:10:00,0.0,2025,4,April,Tuesday
ATT022542,EMP01219,2025-05-13,Present,09:52:00,19:01:00,1.6,2025,5,May,Tuesday
ATT016063,EMP01219,2025-06-05,Present,10:16:00,19:35:00,0.0,2025,6,June,Thursday
ATT019985,EMP01219,2025-08-12,Present,08:54:00,19:42:00,0.0,2025,8,August,Tuesday
ATT008944,EMP01219,2025-09-09,Present,09:54:00,20:27:00,0.0,2025,9,September,Tuesday
ATT014178,EMP01219,2025-10-21,Present,08:07:00,20:20:00,0.0,2025,10,October,Tuesday
ATT036171,EMP01219,2025-11-06,Present,08:11:00,19:49:00,0.0,2025,11,November,Thursday
ATT029866,EMP01219,2026-02-02,Present,09:22:00,17:20:00,0.0,2026,2,February,Monday
ATT006290,EMP01219,2026-03-02,Present,08:58:00,18:30:00,0.0,2026,3,March,Monday
ATT029318,EMP01219,2026-03-17,Present,10:21:00,19:52:00,0.0,2026,3,March,Tuesday
ATT013369,EMP01219,2026-04-13,Present,10:12:00,20:25:00,0.0,2026,4,April,Monday
ATT011746,EMP01219,2026-05-23,Present,09:21:00,19:52:00,3.9,2026,5,May,Saturday
ATT011428,EMP01219,2026-06-04,Half Day,10:18:00,18:55:00,0.0,2026,6,June,Thursday
ATT034759,EMP01219,2026-07-14,Present,08:52:00,17:58:00,0.0,2026,7,July,Tuesday
ATT017951,EMP01220,2025-01-03,Present,08:22:00,20:53:00,0.0,2025,1,January,Friday
ATT026134,EMP01220,2025-01-11,Present,10:51:00,20:34:00,0.0,2025,1,January,Saturday
ATT040205,EMP01220,2025-01-23,On Leave,,,0.0,2025,1,January,Thursday
ATT017376,EMP01220,2025-02-06,Present,08:55:00,19:08:00,0.0,2025,2,February,Thursday
ATT011895,EMP01220,2025-02-17,Present,10:41:00,20:53:00,0.0,2025,2,February,Monday
ATT034271,EMP01220,2025-02-24,Work From Home,08:47:00,18:03:00,0.0,2025,2,February,Monday
ATT035914,EMP01220,2025-04-05,Present,10:52:00,20:54:00,2.2,2025,4,April,Saturday
ATT003615,EMP01220,2025-04-17,Absent,,,0.0,2025,4,April,Thursday
ATT033833,EMP01220,2025-04-20,Half Day,09:58:00,20:41:00,0.0,2025,4,April,Sunday
ATT033688,EMP01220,2025-05-08,Present,09:17:00,18:54:00,0.0,2025,5,May,Thursday
ATT010071,EMP01220,2025-05-18,Present,10:26:00,19:30:00,0.0,2025,5,May,Sunday
ATT040918,EMP01220,2025-06-07,On Leave,,,0.0,2025,6,June,Saturday
ATT021620,EMP01220,2025-07-10,Present,08:56:00,19:13:00,0.0,2025,7,July,Thursday
ATT007233,EMP01220,2025-11-13,Work From Home,09:55:00,20:33:00,0.0,2025,11,November,Thursday
ATT010982,EMP01220,2025-12-04,Present,08:33:00,17:27:00,0.0,2025,12,December,Thursday
ATT025904,EMP01220,2026-01-01,Present,08:06:00,17:31:00,0.0,2026,1,January,Thursday
ATT011166,EMP01220,2026-01-06,Work From Home,08:55:00,17:35:00,0.0,2026,1,January,Tuesday
ATT027708,EMP01220,2026-01-30,Work From Home,09:09:00,19:11:00,0.0,2026,1,January,Friday
ATT016723,EMP01220,2026-03-04,Present,08:57:00,20:13:00,0.0,2026,3,March,Wednesday
ATT032123,EMP01220,2026-03-15,Present,10:03:00,19:05:00,0.0,2026,3,March,Sunday
ATT002382,EMP01220,2026-03-23,Present,09:16:00,20:20:00,0.0,2026,3,March,Monday
ATT028455,EMP01220,2026-04-02,Present,09:37:00,17:18:00,3.3,2026,4,April,Thursday
ATT012899,EMP01220,2026-04-25,Present,08:14:00,19:11:00,0.0,2026,4,April,Saturday
ATT041972,EMP01220,2026-06-10,Present,08:23:00,18:24:00,0.0,2026,6,June,Wednesday
ATT041591,EMP01220,2026-06-20,Present,10:04:00,19:19:00,0.0,2026,6,June,Saturday
ATT037796,EMP01220,2026-06-27,On Leave,,,0.0,2026,6,June,Saturday
ATT017899,EMP01221,2025-02-15,Present,10:24:00,18:50:00,1.1,2025,2,February,Saturday
ATT022930,EMP01221,2025-03-05,On Leave,,,0.0,2025,3,March,Wednesday
ATT034385,EMP01221,2025-04-14,Work From Home,10:22:00,20:36:00,0.0,2025,4,April,Monday
ATT023907,EMP01221,2025-06-16,Absent,,,0.0,2025,6,June,Monday
ATT002959,EMP01221,2025-06-17,Present,09:02:00,20:42:00,0.0,2025,6,June,Tuesday
ATT017941,EMP01221,2025-08-12,Present,10:14:00,18:53:00,0.0,2025,8,August,Tuesday
ATT010771,EMP01221,2025-08-14,Present,09:32:00,18:16:00,0.0,2025,8,August,Thursday
ATT023371,EMP01221,2025-11-17,Present,10:22:00,20:04:00,0.0,2025,11,November,Monday
ATT041931,EMP01221,2025-12-14,Present,09:57:00,17:43:00,2.3,2025,12,December,Sunday
ATT027069,EMP01221,2026-01-05,Work From Home,10:14:00,19:02:00,0.0,2026,1,January,Monday
ATT010465,EMP01221,2026-02-21,Present,08:20:00,17:49:00,0.0,2026,2,February,Saturday
ATT031727,EMP01221,2026-03-01,Half Day,09:20:00,20:19:00,0.0,2026,3,March,Sunday
ATT006624,EMP01221,2026-06-06,Present,08:51:00,17:44:00,0.0,2026,6,June,Saturday
ATT007367,EMP01222,2025-02-12,Present,09:05:00,18:14:00,3.1,2025,2,February,Wednesday
ATT030395,EMP01222,2025-04-07,Present,10:25:00,19:17:00,0.0,2025,4,April,Monday
ATT031175,EMP01222,2025-05-05,Work From Home,09:52:00,18:55:00,0.0,2025,5,May,Monday
ATT033616,EMP01222,2025-05-20,On Leave,,,0.0,2025,5,May,Tuesday
ATT032129,EMP01222,2025-05-29,Work From Home,09:27:00,19:35:00,0.0,2025,5,May,Thursday
ATT018808,EMP01222,2025-06-08,Present,09:11:00,18:22:00,0.0,2025,6,June,Sunday
ATT036442,EMP01222,2025-07-07,Present,09:18:00,19:43:00,0.0,2025,7,July,Monday
ATT021177,EMP01222,2025-08-21,Present,10:49:00,19:25:00,0.0,2025,8,August,Thursday
ATT024857,EMP01222,2025-10-07,Present,09:43:00,20:10:00,0.0,2025,10,October,Tuesday
ATT018350,EMP01222,2025-12-23,On Leave,,,0.0,2025,12,December,Tuesday
ATT009004,EMP01222,2026-02-03,Work From Home,08:44:00,17:07:00,0.0,2026,2,February,Tuesday
ATT011054,EMP01222,2026-03-10,Absent,,,0.0,2026,3,March,Tuesday
ATT022961,EMP01222,2026-04-17,On Leave,,,0.0,2026,4,April,Friday
ATT017242,EMP01222,2026-05-09,Present,09:28:00,17:50:00,0.0,2026,5,May,Saturday
ATT037483,EMP01222,2026-06-14,Present,10:10:00,20:33:00,0.0,2026,6,June,Sunday
ATT038357,EMP01222,2026-06-17,Present,10:03:00,20:23:00,0.7,2026,6,June,Wednesday
ATT006608,EMP01222,2026-07-03,Present,09:55:00,19:39:00,0.0,2026,7,July,Friday
ATT012339,EMP01222,2026-07-04,Present,08:49:00,18:28:00,0.0,2026,7,July,Saturday
ATT032206,EMP01223,2025-02-07,Present,08:04:00,20:47:00,2.6,2025,2,February,Friday
ATT009378,EMP01223,2025-03-21,Present,08:10:00,17:10:00,0.0,2025,3,March,Friday
ATT016525,EMP01223,2025-03-27,Absent,,,0.0,2025,3,March,Thursday
ATT022803,EMP01223,2025-06-09,Present,10:04:00,17:46:00,0.0,2025,6,June,Monday
ATT023629,EMP01223,2025-08-03,Work From Home,09:12:00,18:04:00,0.0,2025,8,August,Sunday
ATT036673,EMP01223,2025-09-29,Present,10:29:00,19:35:00,2.7,2025,9,September,Monday
ATT005770,EMP01223,2025-10-09,Present,09:12:00,17:49:00,0.0,2025,10,October,Thursday
ATT017878,EMP01223,2025-11-11,Absent,,,0.0,2025,11,November,Tuesday
ATT038427,EMP01223,2025-11-12,Present,08:39:00,20:32:00,0.0,2025,11,November,Wednesday
ATT000333,EMP01223,2026-03-03,Work From Home,08:53:00,17:39:00,0.0,2026,3,March,Tuesday
ATT016524,EMP01223,2026-04-15,Present,08:45:00,18:55:00,1.7,2026,4,April,Wednesday
ATT028307,EMP01223,2026-05-31,On Leave,,,0.0,2026,5,May,Sunday
ATT013148,EMP01223,2026-06-02,On Leave,,,0.0,2026,6,June,Tuesday
ATT011335,EMP01223,2026-06-17,Present,08:39:00,19:48:00,1.3,2026,6,June,Wednesday
ATT015584,EMP01223,2026-06-29,Present,10:23:00,17:58:00,1.8,2026,6,June,Monday
ATT027810,EMP01223,2026-07-09,Present,10:16:00,18:03:00,3.7,2026,7,July,Thursday
ATT001509,EMP01224,2025-01-27,Present,10:49:00,20:04:00,3.7,2025,1,January,Monday
ATT011199,EMP01224,2025-02-22,Present,10:48:00,18:48:00,0.0,2025,2,February,Saturday
ATT022821,EMP01224,2025-04-15,Work From Home,09:14:00,20:56:00,0.0,2025,4,April,Tuesday
ATT005067,EMP01224,2025-04-19,Work From Home,09:44:00,18:05:00,0.0,2025,4,April,Saturday
ATT041236,EMP01224,2025-05-17,On Leave,,,0.0,2025,5,May,Saturday
ATT009647,EMP01224,2025-07-18,Present,10:39:00,18:21:00,0.7,2025,7,July,Friday
ATT023575,EMP01224,2025-11-14,Present,10:22:00,18:46:00,0.0,2025,11,November,Friday
ATT011197,EMP01224,2026-01-20,Present,10:31:00,18:46:00,0.0,2026,1,January,Tuesday
ATT030924,EMP01224,2026-04-07,Present,10:45:00,17:08:00,0.0,2026,4,April,Tuesday
ATT020715,EMP01224,2026-05-03,Work From Home,10:38:00,19:23:00,0.0,2026,5,May,Sunday
ATT033529,EMP01224,2026-06-04,Present,08:47:00,18:53:00,3.4,2026,6,June,Thursday
ATT034546,EMP01224,2026-07-04,On Leave,,,0.0,2026,7,July,Saturday
ATT039533,EMP01225,2025-02-01,Present,10:10:00,18:01:00,0.9,2025,2,February,Saturday
ATT018162,EMP01225,2025-03-14,Half Day,10:31:00,17:52:00,0.0,2025,3,March,Friday
ATT015980,EMP01225,2025-03-31,Present,10:02:00,17:37:00,0.0,2025,3,March,Monday
ATT026902,EMP01225,2025-05-05,Absent,,,0.0,2025,5,May,Monday
ATT029265,EMP01225,2025-06-24,Present,10:22:00,18:14:00,1.2,2025,6,June,Tuesday
ATT031360,EMP01225,2025-09-13,Work From Home,09:51:00,19:36:00,0.0,2025,9,September,Saturday
ATT004709,EMP01225,2025-10-25,Present,08:17:00,20:43:00,0.5,2025,10,October,Saturday
ATT039103,EMP01225,2026-03-15,Present,09:43:00,17:07:00,1.7,2026,3,March,Sunday
ATT017549,EMP01225,2026-04-21,Present,09:44:00,18:07:00,0.0,2026,4,April,Tuesday
ATT034289,EMP01225,2026-04-24,Absent,,,0.0,2026,4,April,Friday
ATT026097,EMP01225,2026-05-14,Present,10:16:00,19:25:00,3.6,2026,5,May,Thursday
ATT023708,EMP01226,2025-04-12,Present,10:03:00,17:32:00,0.0,2025,4,April,Saturday
ATT019901,EMP01226,2025-06-06,On Leave,,,0.0,2025,6,June,Friday
ATT001964,EMP01226,2025-06-20,Present,10:31:00,20:52:00,0.0,2025,6,June,Friday
ATT012260,EMP01226,2025-07-27,Present,08:01:00,17:44:00,0.0,2025,7,July,Sunday
ATT009486,EMP01226,2025-10-25,Present,09:41:00,20:20:00,0.0,2025,10,October,Saturday
ATT008788,EMP01226,2025-11-21,Present,08:00:00,17:50:00,0.0,2025,11,November,Friday
