leave_id,employee_id,leave_type,start_date,end_date,days_taken,status
LV02999,EMP00415,Sick Leave,2026-05-05,2026-05-14,9,Approved
LV03000,EMP01062,Earned Leave,2025-08-01,2025-08-07,6,Rejected
LV03001,EMP01724,Maternity Leave,2025-10-05,2025-10-07,2,Approved
LV03002,EMP01743,Casual Leave,2026-03-13,2026-03-19,6,Approved
LV03003,EMP02760,Earned Leave,2025-07-06,2025-07-10,4,Rejected
LV03004,EMP00418,Paternity Leave,2025-06-23,2025-06-29,6,Approved
LV03005,EMP00463,Earned Leave,2025-08-22,2025-08-26,4,Rejected
LV03006,EMP00751,Sick Leave,2025-08-21,2025-08-24,3,Pending
LV03007,EMP01513,Casual Leave,2026-05-04,2026-05-14,10,Approved
LV03008,EMP02966,Earned Leave,2026-05-12,2026-05-16,4,Pending
LV03009,EMP01593,Sick Leave,2025-04-18,2025-04-19,1,Rejected
LV03010,EMP00675,Sick Leave,2026-01-03,2026-01-13,10,Rejected
LV03011,EMP01193,Sick Leave,2026-05-23,2026-05-25,2,Pending
LV03012,EMP02609,Earned Leave,2026-06-09,2026-06-12,3,Rejected
LV03013,EMP02962,Maternity Leave,2025-01-04,2025-01-10,6,Approved
LV03014,EMP03135,Maternity Leave,2026-05-25,2026-05-29,4,Approved
LV03015,EMP03139,Earned Leave,2025-09-05,2025-09-13,8,Approved
LV03016,EMP02894,Paternity Leave,2025-12-01,2025-12-06,5,Pending
LV03017,EMP02509,Casual Leave,2025-10-06,2025-10-11,5,Approved
LV03018,EMP00168,Unpaid Leave,2025-05-17,2025-05-24,7,Pending
LV03019,EMP01589,Unpaid Leave,2025-09-12,2025-09-14,2,Rejected
LV03020,EMP00756,Sick Leave,2025-02-19,2025-02-21,2,Rejected
LV03021,EMP02654,Sick Leave,2025-08-28,2025-09-06,9,Approved
LV03022,EMP01240,Unpaid Leave,2026-02-22,2026-02-27,5,Approved
LV03023,EMP00003,Sick Leave,2025-03-19,2025-03-20,1,Rejected
LV03024,EMP03096,Paternity Leave,2025-05-26,2025-05-30,4,Approved
LV03025,EMP00964,Casual Leave,2026-02-17,2026-02-26,9,Pending
LV03026,EMP97396,Earned Leave,2025-06-09,2025-06-12,3,Approved
LV03027,EMP01649,Earned Leave,2025-02-25,2025-02-26,1,Pending
LV03028,EMP00438,Unpaid Leave,2026-03-02,2026-03-12,10,Pending
LV03029,EMP00523,Casual Leave,2026-06-18,2026-06-27,9,Rejected
LV03030,EMP02945,Earned Leave,2025-02-27,2025-03-03,4,Approved
LV03031,EMP00325,Earned Leave,2026-02-05,2026-02-06,1,Approved
LV03032,EMP02103,Casual Leave,2025-04-05,2025-04-15,10,Rejected
LV03033,EMP02264,Paternity Leave,2026-04-28,2026-05-07,9,Approved
LV03034,EMP02926,Maternity Leave,2025-10-14,2025-10-15,1,Rejected
LV03035,EMP01515,Paternity Leave,2025-11-13,2025-11-14,1,Rejected
LV03036,EMP03125,Maternity Leave,2026-04-01,2026-04-09,8,Approved
LV03037,EMP00320,Casual Leave,2026-05-09,2026-05-14,5,Pending
LV03038,EMP01277,Casual Leave,2026-03-15,2026-03-16,1,Rejected
LV03039,EMP02505,Sick Leave,2025-02-09,2025-02-10,1,Approved
LV03040,EMP00967,Sick Leave,2026-04-18,2026-04-22,4,Approved
LV03041,EMP95425,Sick Leave,2026-03-28,2026-04-06,9,Approved
LV03042,EMP01956,Maternity Leave,2025-09-10,2025-09-12,2,Rejected
LV03043,EMP00521,Paternity Leave,2025-06-23,2025-06-24,1,Approved
LV03044,EMP02352,Unpaid Leave,2025-06-03,2025-06-04,1,Pending
LV03045,EMP00614,Casual Leave,2025-04-24,2025-04-26,2,Pending
LV03046,EMP02423,Maternity Leave,2025-05-09,2025-05-19,10,Rejected
LV03047,EMP02637,Paternity Leave,2026-03-05,2026-03-08,3,Pending
LV03048,EMP01438,Paternity Leave,2026-03-21,2026-03-31,10,Rejected
LV03049,EMP02351,Sick Leave,2026-02-14,2026-02-18,4,Pending
LV03050,EMP03040,Earned Leave,2025-09-20,2025-09-25,5,Rejected
LV03051,EMP02138,Casual Leave,2025-08-21,2025-08-30,9,Pending
LV03052,EMP03049,Sick Leave,2026-01-16,2026-01-24,8,Rejected
LV03053,EMP02251,Sick Leave,2025-04-24,2025-04-30,6,Rejected
LV03054,EMP02280,Paternity Leave,2026-03-09,2026-03-16,7,Rejected
LV03055,EMP02299,Earned Leave,2026-04-03,2026-04-08,5,Pending
LV03056,EMP01323,Paternity Leave,2025-06-02,2025-06-12,10,Pending
LV03057,EMP00464,Unpaid Leave,2025-04-26,2025-05-06,10,Approved
LV03058,EMP00184,Unpaid Leave,2025-11-20,2025-11-30,10,Rejected
LV03059,EMP96206,Paternity Leave,2026-02-14,2026-02-17,3,Approved
LV03060,EMP01390,Casual Leave,2025-05-13,2025-05-14,1,Rejected
LV03061,EMP01908,Sick Leave,2025-08-19,2025-08-29,10,Pending
LV03062,EMP02069,Earned Leave,2025-04-16,2025-04-25,9,Rejected
LV03063,EMP01582,Casual Leave,2025-10-21,2025-10-31,10,Rejected
LV03064,EMP02685,Paternity Leave,2025-06-16,2025-06-24,8,Approved
LV03065,EMP02407,Unpaid Leave,2025-03-11,2025-03-19,8,Pending
LV03066,EMP01413,Unpaid Leave,2026-04-26,2026-04-28,2,Approved
LV03067,EMP00856,Earned Leave,2025-07-24,2025-08-03,10,Pending
LV03068,EMP00188,Earned Leave,2025-10-07,2025-10-15,8,Rejected
LV03069,EMP01374,Paternity Leave,2025-12-03,2025-12-05,2,Pending
LV03070,EMP02010,Earned Leave,2026-05-23,2026-05-27,4,Rejected
LV03071,EMP03109,Unpaid Leave,2025-04-20,2025-04-27,7,Rejected
LV03072,EMP01628,Unpaid Leave,2025-02-17,2025-02-19,2,Rejected
LV03073,EMP01113,Casual Leave,2025-08-22,2025-08-23,1,Approved
LV03074,EMP00434,Sick Leave,2025-05-21,2025-05-31,10,Rejected
LV03075,EMP01374,Paternity Leave,2025-10-26,2025-11-03,8,Pending
LV03076,EMP02354,Maternity Leave,2025-11-07,2025-11-15,8,Rejected
LV03077,EMP02992,Casual Leave,2025-03-19,2025-03-28,9,Approved
LV03078,EMP01046,Earned Leave,2025-12-28,2026-01-03,6,Approved
LV03079,EMP02332,Earned Leave,2026-05-18,2026-05-23,5,Approved
LV03080,EMP01383,Paternity Leave,2025-11-06,2025-11-09,3,Approved
LV03081,EMP02669,Unpaid Leave,2025-06-12,2025-06-20,8,Rejected
LV03082,EMP00971,Unpaid Leave,2025-11-20,2025-11-24,4,Approved
LV03083,EMP03024,Maternity Leave,2025-07-31,2025-08-01,1,Pending
LV03084,EMP00008,Casual Leave,2025-11-10,2025-11-11,1,Approved
LV03085,EMP01294,Maternity Leave,2026-04-20,2026-04-30,10,Pending
LV03086,EMP00463,Unpaid Leave,2025-03-31,2025-04-09,9,Approved
LV03087,EMP01483,Paternity Leave,2025-05-27,2025-05-30,3,Approved
LV03088,EMP02622,Casual Leave,2025-01-02,2025-01-04,2,Pending
LV03089,EMP00370,Unpaid Leave,2025-05-14,2025-05-22,8,Rejected
LV03090,EMP02249,Paternity Leave,2026-06-19,2026-06-22,3,Rejected
LV03091,EMP02606,Paternity Leave,2026-05-13,2026-05-17,4,Approved
LV03092,EMP03105,Sick Leave,2025-11-16,2025-11-25,9,Approved
LV03093,EMP02108,Paternity Leave,2026-06-10,2026-06-14,4,Rejected
LV03094,EMP01385,Paternity Leave,2025-09-05,2025-09-08,3,Pending
LV03095,EMP00623,Casual Leave,2025-05-08,2025-05-12,4,Rejected
LV03096,EMP02834,Maternity Leave,2026-02-25,2026-03-05,8,Pending
LV03097,EMP03064,Casual Leave,2025-09-23,2025-09-30,7,Approved
LV03098,EMP02662,Earned Leave,2026-03-18,2026-03-24,6,Pending
LV03099,EMP00077,Maternity Leave,2025-09-22,2025-10-02,10,Approved
LV03100,EMP00235,Earned Leave,2025-09-21,2025-09-27,6,Rejected
LV03101,EMP02647,Paternity Leave,2026-04-04,2026-04-08,4,Approved
LV03102,EMP01124,Earned Leave,2025-12-20,2025-12-29,9,Approved
LV03103,EMP01028,Unpaid Leave,2025-08-24,2025-08-28,4,Rejected
LV03104,EMP00044,Casual Leave,2026-03-16,2026-03-26,10,Rejected
LV03105,EMP01498,Casual Leave,2025-05-25,2025-05-26,1,Approved
LV03106,EMP03056,Earned Leave,2026-02-19,2026-02-21,2,Rejected
LV03107,EMP02246,Casual Leave,2025-01-28,2025-02-06,9,Rejected
LV03108,EMP02425,Casual Leave,2026-06-10,2026-06-15,5,Approved
LV03109,EMP01892,Maternity Leave,2025-10-01,2025-10-02,1,Approved
LV03110,EMP00391,Sick Leave,2025-09-26,2025-09-29,3,Approved
LV03111,EMP00850,Earned Leave,2026-04-22,2026-04-27,5,Rejected
LV03112,EMP00669,Unpaid Leave,2025-08-25,2025-09-03,9,Approved
LV03113,EMP00847,Sick Leave,2025-02-18,2025-02-25,7,Rejected
LV03114,EMP00276,Sick Leave,2026-07-13,2026-07-15,2,Rejected
LV03115,EMP01002,Unpaid Leave,2025-11-11,2025-11-17,6,Rejected
LV03116,EMP02061,Sick Leave,2026-07-13,2026-07-20,7,Pending
LV03117,EMP02563,Sick Leave,2026-05-22,2026-05-25,3,Pending
LV03118,EMP03138,Sick Leave,2026-07-05,2026-07-10,5,Pending
LV03119,EMP00962,Paternity Leave,2026-03-06,2026-03-16,10,Rejected
LV03120,EMP02866,Paternity Leave,2026-03-08,2026-03-18,10,Pending
LV03121,EMP00773,Sick Leave,2025-04-14,2025-04-23,9,Rejected
LV03122,EMP00063,Maternity Leave,2025-02-16,2025-02-26,10,Approved
LV03123,EMP02261,Sick Leave,2025-05-04,2025-05-14,10,Pending
LV03124,EMP01176,Sick Leave,2026-06-02,2026-06-06,4,Pending
LV03125,EMP02300,Sick Leave,2025-02-24,2025-02-25,1,Pending
LV03126,EMP01530,Unpaid Leave,2026-03-26,2026-03-30,4,Pending
LV03127,EMP02935,Sick Leave,2025-12-18,2025-12-27,9,Rejected
LV03128,EMP00935,Unpaid Leave,2025-12-27,2026-01-02,6,Pending
LV03129,EMP00797,Paternity Leave,2026-05-15,2026-05-17,2,Approved
LV03130,EMP02371,Earned Leave,2026-07-13,2026-07-22,9,Pending
LV03131,EMP02033,Paternity Leave,2025-04-22,2025-04-24,2,Approved
LV03132,EMP02480,Earned Leave,2026-02-24,2026-03-04,8,Pending
LV03133,EMP01406,Casual Leave,2025-07-11,2025-07-16,5,Approved
LV03134,EMP00776,Unpaid Leave,2026-01-14,2026-01-20,6,Rejected
LV03135,EMP02143,Paternity Leave,2025-09-13,2025-09-14,1,Approved
LV03136,EMP02147,Paternity Leave,2025-08-27,2025-08-28,1,Approved
LV03137,EMP01076,Unpaid Leave,2025-05-18,2025-05-28,10,Pending
LV03138,EMP00136,Casual Leave,2025-10-29,2025-11-02,4,Rejected
LV03139,EMP00909,Casual Leave,2025-02-10,2025-02-11,1,Rejected
LV03140,EMP00809,Maternity Leave,2026-03-09,2026-03-19,10,Pending
LV03141,EMP00289,Maternity Leave,2025-02-06,2025-02-14,8,Approved
LV03142,EMP01622,Earned Leave,2026-02-08,2026-02-18,10,Approved
LV03143,EMP00001,Unpaid Leave,2025-12-17,2025-12-21,4,Pending
LV03144,EMP01510,Unpaid Leave,2025-05-25,2025-05-31,6,Rejected
LV03145,EMP90768,Paternity Leave,2026-06-22,2026-06-24,2,Pending
LV03146,EMP00899,Unpaid Leave,2025-05-24,2025-06-02,9,Rejected
LV03147,EMP02791,Earned Leave,2025-03-26,2025-03-30,4,Rejected
LV03148,EMP00606,Unpaid Leave,2026-02-06,2026-02-09,3,Rejected
LV03149,EMP00745,Paternity Leave,2026-07-04,2026-07-08,4,Rejected
LV03150,EMP01767,Maternity Leave,2025-12-16,2025-12-22,6,Rejected
LV03151,EMP00350,Earned Leave,2025-08-10,2025-08-14,4,Pending
LV03152,EMP02420,Maternity Leave,2025-06-17,2025-06-25,8,Pending
LV03153,EMP02471,Earned Leave,2025-07-15,2025-07-21,6,Approved
LV03154,EMP02988,Unpaid Leave,2025-08-18,2025-08-20,2,Rejected
LV03155,EMP01205,Paternity Leave,2025-11-06,2025-11-09,3,Pending
LV03156,EMP00444,Earned Leave,2026-07-07,2026-07-16,9,Rejected
LV03157,EMP01265,Sick Leave,2026-02-02,2026-02-08,6,Approved
LV03158,EMP00956,Casual Leave,2025-06-14,2025-06-22,8,Pending
LV03159,EMP00021,Maternity Leave,2025-11-01,2025-11-11,10,Approved
LV03160,EMP00148,Sick Leave,2025-07-12,2025-07-21,9,Pending
LV03161,EMP02765,Maternity Leave,2026-06-15,2026-06-16,1,Rejected
LV03162,EMP02892,Paternity Leave,2026-05-20,2026-05-21,1,Approved
LV03163,EMP00457,Paternity Leave,2025-09-20,2025-09-21,1,Pending
LV03164,EMP00851,Unpaid Leave,2025-08-20,2025-08-24,4,Approved
LV03165,EMP03029,Casual Leave,2026-03-21,2026-03-27,6,Pending
LV03166,EMP01397,Paternity Leave,2025-07-24,2025-08-02,9,Pending
LV03167,EMP00375,Casual Leave,2025-02-27,2025-03-01,2,Rejected
LV03168,EMP02140,Casual Leave,2026-07-10,2026-07-19,9,Rejected
LV03169,EMP02833,Unpaid Leave,2025-11-26,2025-12-04,8,Rejected
LV03170,EMP02919,Earned Leave,2025-12-21,2025-12-30,9,Pending
LV03171,EMP02697,Maternity Leave,2026-04-02,2026-04-10,8,Rejected
LV03172,EMP02992,Paternity Leave,2026-05-17,2026-05-27,10,Rejected
LV03173,EMP00961,Maternity Leave,2025-05-29,2025-06-02,4,Approved
LV03174,EMP00632,Maternity Leave,2025-04-11,2025-04-18,7,Rejected
LV03175,EMP01237,Casual Leave,2025-10-27,2025-11-03,7,Pending
LV03176,EMP00566,Earned Leave,2025-10-23,2025-10-24,1,Pending
LV03177,EMP02901,Sick Leave,2025-01-25,2025-02-01,7,Rejected
LV03178,EMP02341,Sick Leave,2026-03-20,2026-03-22,2,Rejected
LV03179,EMP03193,Unpaid Leave,2025-11-30,2025-12-09,9,Rejected
LV03180,EMP00592,Earned Leave,2025-01-23,2025-01-25,2,Approved
LV03181,EMP01613,Paternity Leave,2026-04-14,2026-04-19,5,Approved
LV03182,EMP01060,Sick Leave,2025-04-16,2025-04-26,10,Rejected
LV03183,EMP01635,Unpaid Leave,2025-04-21,2025-04-27,6,Rejected
LV03184,EMP01097,Paternity Leave,2025-03-25,2025-03-30,5,Approved
LV03185,EMP01501,Earned Leave,2025-11-11,2025-11-21,10,Rejected
LV03186,EMP00623,Casual Leave,2026-06-03,2026-06-13,10,Approved
LV03187,EMP03079,Sick Leave,2025-10-17,2025-10-18,1,Approved
LV03188,EMP03005,Sick Leave,2025-03-03,2025-03-08,5,Approved
LV03189,EMP02430,Casual Leave,2025-10-01,2025-10-10,9,Approved
LV03190,EMP00075,Sick Leave,2025-02-22,2025-03-02,8,Rejected
LV03191,EMP00171,Sick Leave,2026-05-15,2026-05-21,6,Rejected
LV03192,EMP00259,Earned Leave,2025-05-09,2025-05-16,7,Pending
LV03193,EMP03046,Casual Leave,2025-10-23,2025-10-27,4,Rejected
LV03194,EMP01389,Maternity Leave,2026-05-21,2026-05-29,8,Pending
LV03195,EMP02429,Paternity Leave,2025-09-04,2025-09-12,8,Pending
LV03196,EMP02159,Paternity Leave,2025-02-17,2025-02-21,4,Pending
LV03197,EMP02768,Earned Leave,2025-09-25,2025-10-02,7,Pending
LV03198,EMP00267,Maternity Leave,2025-04-10,2025-04-12,2,Approved
LV03199,EMP02885,Casual Leave,2025-01-01,2025-01-06,5,Rejected
LV03200,EMP00802,Maternity Leave,2025-04-20,2025-04-25,5,Rejected
LV03201,EMP01278,Earned Leave,2025-09-23,2025-09-24,1,Rejected
LV03202,EMP01944,Sick Leave,2025-11-30,2025-12-03,3,Rejected
LV03203,EMP00582,Casual Leave,2026-03-29,2026-03-30,1,Rejected
LV03204,EMP90019,Paternity Leave,2026-02-23,2026-02-27,4,Approved
LV03205,EMP01851,Casual Leave,2025-12-21,2025-12-29,8,Approved
LV03206,EMP00940,Unpaid Leave,2025-07-22,2025-07-30,8,Pending
LV03207,EMP02059,Maternity Leave,2025-09-03,2025-09-09,6,Approved
LV03208,EMP02440,Maternity Leave,2026-02-11,2026-02-13,2,Rejected
LV03209,EMP01605,Earned Leave,2026-03-21,2026-03-31,10,Rejected
LV03210,EMP00262,Unpaid Leave,2026-07-06,2026-07-13,7,Rejected
LV03211,EMP00722,Unpaid Leave,2025-04-18,2025-04-24,6,Rejected
LV03212,EMP02136,Earned Leave,2025-10-31,2025-11-05,5,Pending
LV03213,EMP02381,Unpaid Leave,2026-02-27,2026-03-06,7,Pending
LV03214,EMP00987,Casual Leave,2026-03-18,2026-03-24,6,Approved
LV03215,EMP00399,Unpaid Leave,2025-07-24,2025-07-27,3,Pending
LV03216,EMP01290,Earned Leave,2025-05-02,2025-05-06,4,Approved
LV03217,EMP02309,Earned Leave,2026-06-13,2026-06-21,8,Pending
LV03218,EMP01433,Casual Leave,2025-05-01,2025-05-04,3,Rejected
LV03219,EMP02832,Earned Leave,2025-02-22,2025-03-04,10,Pending
LV03220,EMP01745,Earned Leave,2025-11-08,2025-11-14,6,Pending
LV03221,EMP00495,Maternity Leave,2026-06-09,2026-06-12,3,Pending
LV03222,EMP03118,Sick Leave,2025-03-03,2025-03-07,4,Approved
LV03223,EMP02345,Casual Leave,2025-09-30,2025-10-09,9,Rejected
LV03224,EMP03078,Casual Leave,2025-05-04,2025-05-12,8,Pending
LV03225,EMP01115,Earned Leave,2025-06-20,2025-06-29,9,Pending
LV03226,EMP02140,Maternity Leave,2025-12-26,2026-01-01,6,Pending
LV03227,EMP02833,Unpaid Leave,2026-07-03,2026-07-09,6,Rejected
LV03228,EMP02362,Unpaid Leave,2025-11-30,2025-12-05,5,Approved
LV03229,EMP01663,Earned Leave,2026-06-04,2026-06-10,6,Pending
LV03230,EMP01024,Earned Leave,2025-02-18,2025-02-21,3,Pending
LV03231,EMP01428,Casual Leave,2025-05-28,2025-05-31,3,Rejected
LV03232,EMP00597,Unpaid Leave,2025-09-09,2025-09-10,1,Approved
LV03233,EMP00002,Casual Leave,2025-02-18,2025-02-25,7,Pending
LV03234,EMP00389,Sick Leave,2025-07-06,2025-07-12,6,Rejected
LV03235,EMP01856,Sick Leave,2025-08-05,2025-08-14,9,Rejected
LV03236,EMP01690,Earned Leave,2025-10-04,2025-10-12,8,Approved
LV03237,EMP01724,Sick Leave,2025-09-10,2025-09-15,5,Approved
LV03238,EMP03079,Unpaid Leave,2025-05-04,2025-05-08,4,Pending
LV03239,EMP00587,Unpaid Leave,2025-06-07,2025-06-12,5,Approved
LV03240,EMP00520,Maternity Leave,2025-04-08,2025-04-15,7,Rejected
LV03241,EMP00137,Maternity Leave,2026-03-25,2026-04-02,8,Approved
LV03242,EMP00341,Sick Leave,2025-06-24,2025-06-26,2,Rejected
LV03243,EMP01467,Sick Leave,2025-06-27,2025-07-01,4,Pending
LV03244,EMP00017,Sick Leave,2025-01-04,2025-01-13,9,Approved
LV03245,EMP00918,Earned Leave,2025-08-05,2025-08-10,5,Rejected
LV03246,EMP01756,Sick Leave,2026-01-10,2026-01-17,7,Rejected
LV03247,EMP02701,Sick Leave,2025-12-18,2025-12-20,2,Approved
LV03248,EMP00731,Earned Leave,2025-09-15,2025-09-18,3,Pending
LV03249,EMP00644,Sick Leave,2025-08-07,2025-08-15,8,Rejected
LV03250,EMP02388,Earned Leave,2026-05-11,2026-05-20,9,Pending
LV03251,EMP01355,Maternity Leave,2025-01-14,2025-01-20,6,Approved
LV03252,EMP02873,Maternity Leave,2026-04-25,2026-04-27,2,Pending
LV03253,EMP01606,Earned Leave,2026-04-04,2026-04-11,7,Pending
LV03254,EMP00451,Maternity Leave,2025-05-21,2025-05-22,1,Approved
LV03255,EMP02344,Casual Leave,2025-05-12,2025-05-21,9,Pending
LV03256,EMP01604,Casual Leave,2025-11-05,2025-11-14,9,Rejected
LV03257,EMP01018,Unpaid Leave,2025-01-16,2025-01-26,10,Pending
LV03258,EMP01722,Unpaid Leave,2025-07-09,2025-07-19,10,Pending
LV03259,EMP00601,Maternity Leave,2025-07-18,2025-07-24,6,Rejected
LV03260,EMP01142,Unpaid Leave,2026-03-15,2026-03-22,7,Rejected
LV03261,EMP00158,Paternity Leave,2026-05-27,2026-05-28,1,Pending
LV03262,EMP00011,Sick Leave,2025-07-29,2025-08-06,8,Approved
LV03263,EMP00667,Sick Leave,2025-01-19,2025-01-22,3,Approved
LV03264,EMP00518,Unpaid Leave,2026-05-05,2026-05-14,9,Approved
LV03265,EMP01989,Paternity Leave,2025-12-31,2026-01-08,8,Rejected
LV03266,EMP02674,Earned Leave,2025-07-10,2025-07-13,3,Pending
LV03267,EMP02974,Paternity Leave,2025-06-29,2025-07-05,6,Rejected
LV03268,EMP01308,Casual Leave,2026-01-01,2026-01-11,10,Approved
LV03269,EMP03140,Earned Leave,2026-07-06,2026-07-14,8,Approved
LV03270,EMP02814,Unpaid Leave,2025-06-21,2025-06-29,8,Approved
LV03271,EMP00664,Unpaid Leave,2025-01-21,2025-01-22,1,Rejected
LV03272,EMP00992,Earned Leave,2025-09-09,2025-09-10,1,Pending
LV03273,EMP03091,Maternity Leave,2026-03-25,2026-04-02,8,Rejected
LV03274,EMP02999,Earned Leave,2025-05-24,2025-06-03,10,Pending
LV03275,EMP02151,Sick Leave,2026-05-08,2026-05-18,10,Approved
LV03276,EMP00441,Unpaid Leave,2025-12-19,2025-12-21,2,Approved
LV03277,EMP02968,Earned Leave,2025-08-21,2025-08-25,4,Approved
LV03278,EMP00315,Unpaid Leave,2025-04-12,2025-04-17,5,Pending
LV03279,EMP01871,Sick Leave,2025-01-28,2025-02-06,9,Pending
LV03280,EMP00010,Unpaid Leave,2025-11-18,2025-11-28,10,Pending
LV03281,EMP00603,Earned Leave,2025-01-25,2025-01-27,2,Approved
LV03282,EMP00904,Maternity Leave,2025-05-05,2025-05-13,8,Approved
LV03283,EMP00867,Unpaid Leave,2025-08-13,2025-08-15,2,Approved
LV03284,EMP01133,Earned Leave,2025-01-21,2025-01-26,5,Approved
LV03285,EMP01758,Maternity Leave,2025-03-03,2025-03-11,8,Rejected
LV03286,EMP03077,Sick Leave,2025-08-13,2025-08-15,2,Rejected
LV03287,EMP01041,Maternity Leave,2025-03-20,2025-03-30,10,Rejected
LV03288,EMP95397,Earned Leave,2025-09-11,2025-09-21,10,Rejected
LV03289,EMP00808,Sick Leave,2026-02-03,2026-02-06,3,Pending
LV03290,EMP02911,Earned Leave,2025-10-04,2025-10-08,4,Approved
LV03291,EMP01551,Casual Leave,2025-01-15,2025-01-25,10,Approved
LV03292,EMP00267,Sick Leave,2025-12-24,2025-12-31,7,Rejected
LV03293,EMP01977,Sick Leave,2025-01-03,2025-01-07,4,Pending
LV03294,EMP01315,Paternity Leave,2025-12-23,2025-12-27,4,Approved
LV03295,EMP96503,Casual Leave,2026-01-15,2026-01-22,7,Pending
LV03296,EMP02723,Casual Leave,2026-07-14,2026-07-22,8,Pending
LV03297,EMP03134,Paternity Leave,2025-07-01,2025-07-02,1,Rejected
LV03298,EMP00683,Paternity Leave,2025-11-03,2025-11-09,6,Approved
LV03299,EMP02941,Paternity Leave,2025-02-10,2025-02-16,6,Approved
LV03300,EMP00114,Paternity Leave,2025-06-22,2025-06-29,7,Approved
LV03301,EMP01015,Unpaid Leave,2026-06-18,2026-06-26,8,Approved
LV03302,EMP00891,Earned Leave,2025-06-23,2025-06-27,4,Approved
LV03303,EMP03048,Unpaid Leave,2026-03-13,2026-03-14,1,Pending
LV03304,EMP01656,Casual Leave,2026-02-08,2026-02-16,8,Approved
LV03305,EMP02148,Casual Leave,2026-06-28,2026-06-29,1,Approved
LV03306,EMP02439,Earned Leave,2025-08-17,2025-08-19,2,Rejected
LV03307,EMP00367,Casual Leave,2026-03-08,2026-03-09,1,Approved
LV03308,EMP01362,Unpaid Leave,2026-07-12,2026-07-20,8,Rejected
LV03309,EMP03087,Unpaid Leave,2025-04-17,2025-04-27,10,Pending
LV03310,EMP02098,Sick Leave,2025-09-28,2025-10-01,3,Pending
LV03311,EMP02611,Casual Leave,2025-05-16,2025-05-24,8,Pending
LV03312,EMP02662,Unpaid Leave,2025-12-01,2025-12-09,8,Rejected
LV03313,EMP03011,Earned Leave,2025-05-16,2025-05-20,4,Rejected
LV03314,EMP02072,Unpaid Leave,2026-04-25,2026-05-04,9,Approved
LV03315,EMP01617,Earned Leave,2026-03-31,2026-04-10,10,Pending
LV03316,EMP02346,Unpaid Leave,2026-05-16,2026-05-24,8,Approved
LV03317,EMP00378,Maternity Leave,2026-03-30,2026-04-08,9,Approved
LV03318,EMP00371,Maternity Leave,2026-02-10,2026-02-12,2,Pending
LV03319,EMP01965,Sick Leave,2025-02-05,2025-02-14,9,Approved
LV03320,EMP02408,Earned Leave,2026-06-13,2026-06-15,2,Approved
LV03321,EMP03128,Unpaid Leave,2025-01-01,2025-01-07,6,Pending
LV03322,EMP00098,Paternity Leave,2026-06-10,2026-06-13,3,Approved
LV03323,EMP00374,Maternity Leave,2025-07-26,2025-07-27,1,Approved
LV03324,EMP02838,Paternity Leave,2025-06-18,2025-06-22,4,Pending
LV03325,EMP00646,Sick Leave,2025-07-26,2025-07-28,2,Rejected
LV03326,EMP02341,Unpaid Leave,2025-06-17,2025-06-26,9,Approved
LV03327,EMP01524,Earned Leave,2026-01-20,2026-01-24,4,Pending
LV03328,EMP02960,Maternity Leave,2026-02-04,2026-02-10,6,Approved
LV03329,EMP02582,Maternity Leave,2025-03-25,2025-04-02,8,Pending
LV03330,EMP00836,Sick Leave,2026-03-22,2026-03-31,9,Rejected
LV03331,EMP00965,Unpaid Leave,2025-08-28,2025-09-02,5,Rejected
LV03332,EMP00492,Earned Leave,2025-11-12,2025-11-14,2,Rejected
LV03333,EMP00538,Maternity Leave,2025-10-24,2025-10-29,5,Approved
LV03334,EMP00777,Casual Leave,2025-11-30,2025-12-07,7,Rejected
LV03335,EMP02055,Earned Leave,2026-06-09,2026-06-12,3,Approved
LV03336,EMP00079,Unpaid Leave,2026-06-22,2026-06-30,8,Approved
LV03337,EMP01981,Paternity Leave,2026-05-30,2026-05-31,1,Rejected
LV03338,EMP02659,Casual Leave,2025-09-27,2025-09-28,1,Rejected
LV03339,EMP02329,Unpaid Leave,2026-06-09,2026-06-14,5,Approved
LV03340,EMP02717,Casual Leave,2025-07-18,2025-07-22,4,Rejected
LV03341,EMP00438,Paternity Leave,2026-02-15,2026-02-16,1,Approved
LV03342,EMP02023,Maternity Leave,2026-01-11,2026-01-20,9,Pending
LV03343,EMP00087,Casual Leave,2025-11-30,2025-12-09,9,Rejected
LV03344,EMP00102,Maternity Leave,2025-06-27,2025-07-07,10,Pending
LV03345,EMP00925,Paternity Leave,2025-09-24,2025-10-01,7,Approved
LV03346,EMP00674,Casual Leave,2025-08-06,2025-08-16,10,Approved
LV03347,EMP00169,Casual Leave,2026-05-28,2026-06-03,6,Rejected
LV03348,EMP02779,Sick Leave,2025-07-07,2025-07-16,9,Pending
LV03349,EMP00636,Paternity Leave,2025-10-28,2025-11-01,4,Rejected
LV03350,EMP00012,Maternity Leave,2026-01-26,2026-01-28,2,Approved
LV03351,EMP01102,Casual Leave,2025-03-17,2025-03-22,5,Approved
LV03352,EMP00460,Sick Leave,2025-04-03,2025-04-12,9,Rejected
LV03353,EMP03127,Earned Leave,2025-09-13,2025-09-21,8,Approved
LV03354,EMP02444,Paternity Leave,2026-05-25,2026-05-29,4,Rejected
LV03355,EMP02080,Paternity Leave,2025-10-10,2025-10-15,5,Rejected
LV03356,EMP02570,Casual Leave,2025-06-24,2025-06-26,2,Rejected
