review_id,employee_id,review_period,performance_rating,productivity_score,promotion_recommended,manager_comments_flag
PRF02854,EMP01390,2026-H1,4,49.0,No,Yes
PRF02855,EMP00512,2024-H1,4,53.3,No,Yes
PRF02856,EMP00065,2024-H1,4,50.7,Yes,Yes
PRF02857,EMP00248,2025-H2,5,51.0,No,Yes
PRF02858,EMP02222,2025-H2,4,56.4,No,Yes
PRF02859,EMP02203,2026-H1,4,70.6,No,Yes
PRF02860,EMP00235,2025-H1,5,68.2,No,No
PRF02861,EMP01817,2024-H1,2,85.3,No,No
PRF02862,EMP01542,2025-H2,,81.0,Yes,Yes
PRF02863,EMP01673,2026-H1,3,84.4,No,Yes
PRF02864,EMP01964,2025-H2,3,79.3,No,No
PRF02865,EMP00313,2024-H1,4,47.3,No,Yes
PRF02866,EMP02865,2024-H1,3,68.5,Yes,Yes
PRF02867,EMP03172,2025-H1,4,75.6,No,Yes
PRF02868,EMP01116,2024-H1,3,98.7,No,Yes
PRF02869,EMP01814,2024-H1,3,84.4,Yes,No
PRF02870,EMP03165,2025-H1,4,75.0,No,No
PRF02871,EMP00563,2024-H2,5,59.5,No,No
PRF02872,EMP01302,2024-H1,3,63.7,No,No
PRF02873,EMP02544,2024-H1,3,50.1,No,No
PRF02874,EMP01919,2024-H1,3,69.0,No,No
PRF02875,EMP01654,2024-H2,5,55.4,No,Yes
PRF02876,EMP01859,2024-H2,1,78.1,No,Yes
PRF02877,EMP02075,2026-H1,4,84.2,No,No
PRF02878,EMP02001,2025-H2,3,53.5,No,No
PRF02879,EMP01190,2025-H1,1,48.7,Yes,No
PRF02880,EMP01205,2026-H1,4,76.0,Yes,Yes
PRF02881,EMP00142,2025-H2,1,76.8,No,No
PRF02882,EMP00547,2024-H2,3,94.0,No,No
PRF02883,EMP02218,2024-H1,,44.5,No,Yes
PRF02884,EMP01348,2025-H2,3,46.0,No,No
PRF02885,EMP01095,2024-H1,3,58.3,No,No
PRF02886,EMP03138,2025-H1,4,76.9,Yes,Yes
PRF02887,EMP01179,2025-H1,5,49.6,No,No
PRF02888,EMP01194,2024-H2,3,67.6,No,No
PRF02889,EMP02674,2025-H1,2,83.1,No,No
PRF02890,EMP00206,2025-H1,3,78.4,No,Yes
PRF02891,EMP01200,2025-H2,4,86.1,No,Yes
PRF02892,EMP00499,2026-H1,3,0.1,No,Yes
PRF02893,EMP01577,2025-H2,5,65.5,No,Yes
PRF02894,EMP01194,2026-H1,3,85.5,Yes,No
PRF02895,EMP01583,2026-H1,2,92.4,No,No
PRF02896,EMP02093,2024-H1,3,73.8,No,No
PRF02897,EMP01800,2024-H1,5,55.2,No,Yes
PRF02898,EMP03017,2025-H1,3,85.9,No,No
PRF02899,EMP00797,2024-H1,3,74.5,No,Yes
PRF02900,EMP01823,2024-H1,3,72.7,No,No
PRF02901,EMP03015,2024-H2,3,62.6,No,Yes
PRF02902,EMP01466,2025-H1,4,54.4,No,No
PRF02903,EMP00863,2024-H2,4,62.2,No,No
PRF02904,EMP01490,2025-H1,4,70.8,No,Yes
PRF02905,EMP99887,2025-H2,4,92.0,No,No
PRF02906,EMP02785,2025-H2,3,52.4,No,No
PRF02907,EMP01426,2026-H1,3,76.5,No,No
PRF02908,EMP00119,2025-H1,4,52.7,No,No
PRF02909,EMP00255,2025-H1,4,78.5,No,Yes
PRF02910,EMP03001,2024-H1,5,98.1,No,Yes
PRF02911,EMP01897,2026-H1,2,92.8,No,Yes
PRF02912,EMP00364,2024-H2,4,78.3,No,Yes
PRF02913,EMP00844,2024-H2,2,59.0,No,No
PRF02914,EMP02241,2024-H2,4,99.3,No,Yes
PRF02915,EMP01215,2025-H2,4,85.4,No,Yes
PRF02916,EMP00108,2025-H1,4,62.1,No,Yes
PRF02917,EMP00126,2024-H1,3,56.2,No,No
PRF02918,EMP02505,2025-H2,4,85.5,Yes,No
PRF02919,EMP02854,2024-H1,4,40.7,No,No
PRF02920,EMP01792,2025-H1,4,85.0,No,Yes
PRF02921,EMP94523,2024-H2,3,84.8,No,No
PRF02922,EMP02064,2025-H1,2,68.6,No,Yes
PRF02923,EMP00360,2026-H1,4,53.3,No,No
PRF02924,EMP02872,2025-H2,3,83.6,No,Yes
PRF02925,EMP91026,2025-H2,2,66.2,Yes,Yes
PRF02926,EMP02474,2026-H1,3,79.3,No,No
PRF02927,EMP02639,2025-H2,3,59.3,No,No
PRF02928,EMP02441,2025-H1,4,56.5,Yes,Yes
PRF02929,EMP00712,2024-H2,3,62.5,No,No
PRF02930,EMP01193,2024-H1,4,96.8,No,Yes
PRF02931,EMP00353,2024-H1,3,94.4,No,Yes
PRF02932,EMP00951,2026-H1,4,78.1,No,No
PRF02933,EMP00483,2025-H1,4,93.2,Yes,Yes
PRF02934,EMP02862,2024-H2,4,73.3,No,Yes
PRF02935,EMP02114,2025-H2,3,53.2,Yes,No
PRF02936,EMP00802,2025-H1,4,65.9,No,No
PRF02937,EMP03194,2024-H1,4,84.9,Yes,Yes
PRF02938,EMP02221,2024-H1,4,83.2,No,No
PRF02939,EMP00301,2024-H1,5,83.3,No,No
PRF02940,EMP03020,2025-H2,3,51.5,No,Yes
PRF02941,EMP01736,2025-H1,5,65.5,No,No
PRF02942,EMP02370,2025-H1,3,83.6,No,No
PRF02943,EMP00402,2024-H1,1,79.2,No,Yes
PRF02944,EMP01445,2024-H1,2,94.2,No,Yes
PRF02945,EMP01785,2025-H1,2,51.2,No,Yes
PRF02946,EMP02252,2024-H1,4,85.4,No,Yes
PRF02947,EMP01512,2024-H2,5,76.9,No,Yes
PRF02948,EMP01237,2025-H1,5,60.1,No,Yes
PRF02949,EMP01879,2024-H1,3,76.4,No,Yes
PRF02950,EMP02748,2026-H1,,95.3,No,Yes
PRF02951,EMP01616,2024-H2,5,71.6,No,No
PRF02952,EMP02092,2024-H1,4,41.2,No,No
PRF02953,EMP02198,2024-H1,4,54.7,No,No
PRF02954,EMP00114,2024-H2,5,48.4,No,Yes
PRF02955,EMP00398,2024-H1,,75.4,No,No
PRF02956,EMP02747,2024-H1,4,80.8,No,No
PRF02957,EMP01672,2025-H1,3,42.2,No,No
PRF02958,EMP00531,2025-H2,4,72.4,Yes,Yes
PRF02959,EMP01726,2024-H1,3,60.3,Yes,No
PRF02960,EMP01219,2026-H1,3,97.6,No,No
PRF02961,EMP02412,2025-H2,4,83.4,No,Yes
PRF02962,EMP01267,2025-H1,4,56.0,No,Yes
PRF02963,EMP02849,2024-H1,1,73.9,No,Yes
PRF02964,EMP00392,2025-H1,3,43.8,Yes,No
PRF02965,EMP02105,2024-H2,4,65.4,No,Yes
PRF02966,EMP99624,2025-H1,5,69.0,Yes,No
PRF02967,EMP03074,2024-H1,4,97.2,No,Yes
PRF02968,EMP02608,2024-H1,4,89.9,No,No
PRF02969,EMP00474,2025-H1,1,69.5,No,Yes
PRF02970,EMP03192,2024-H2,3,52.8,No,No
PRF02971,EMP02493,2025-H1,2,97.1,No,Yes
PRF02972,EMP00137,2026-H1,5,90.2,No,Yes
PRF02973,EMP01471,2024-H1,4,90.5,No,No
PRF02974,EMP00995,2024-H1,2,76.5,No,No
PRF02975,EMP00594,2026-H1,2,45.2,No,Yes
PRF02976,EMP00157,2024-H2,4,64.2,No,No
PRF02977,EMP00942,2025-H2,3,79.5,No,Yes
PRF02978,EMP02792,2024-H2,3,54.4,No,Yes
PRF02979,EMP02029,2024-H1,4,67.6,No,Yes
PRF02980,EMP01519,2024-H2,3,54.0,No,No
PRF02981,EMP00638,2026-H1,4,40.8,No,Yes
PRF02982,EMP00021,2025-H2,4,42.9,No,No
PRF02983,EMP01410,2025-H1,4,83.6,No,Yes
PRF02984,EMP01570,2024-H2,2,40.7,Yes,No
PRF02985,EMP01614,2024-H1,5,44.9,No,Yes
PRF02986,EMP01974,2026-H1,3,76.4,Yes,Yes
PRF02987,EMP01598,2026-H1,2,75.8,Yes,Yes
PRF02988,EMP03099,2024-H1,,87.8,No,No
PRF02989,EMP01115,2024-H2,3,48.2,No,Yes
PRF02990,EMP02281,2024-H2,4,50.0,No,No
PRF02991,EMP00406,2024-H1,3,93.1,No,No
PRF02992,EMP00660,2026-H1,5,80.4,No,No
PRF02993,EMP02617,2025-H1,4,79.4,Yes,Yes
PRF02994,EMP00182,2024-H1,3,82.1,Yes,Yes
PRF02995,EMP02395,2024-H2,3,46.8,No,Yes
PRF02996,EMP02872,2026-H1,5,52.4,No,No
PRF02997,EMP01951,2025-H2,2,52.3,No,No
PRF02998,EMP01351,2024-H1,3,81.0,Yes,Yes
PRF02999,EMP01583,2024-H2,4,66.9,Yes,Yes
PRF03000,EMP02732,2024-H2,3,45.3,No,Yes
PRF03001,EMP02799,2026-H1,3,50.0,No,No
PRF03002,EMP00656,2025-H2,5,58.3,No,Yes
PRF03003,EMP02563,2025-H1,3,42.2,No,Yes
PRF03004,EMP02813,2024-H1,3,50.6,No,No
PRF03005,EMP01170,2025-H1,4,86.6,No,Yes
PRF03006,EMP01411,2024-H1,5,98.8,No,Yes
PRF03007,EMP02598,2025-H2,5,99.9,No,Yes
PRF03008,EMP02897,2025-H1,4,56.7,No,Yes
PRF03009,EMP01101,2024-H2,4,78.2,No,Yes
PRF03010,EMP01785,2025-H2,4,89.2,No,Yes
PRF03011,EMP02553,2025-H1,2,46.7,No,Yes
PRF03012,EMP01336,2025-H1,3,50.0,No,Yes
PRF03013,EMP02179,2024-H1,1,65.9,No,Yes
PRF03014,EMP01616,2025-H2,3,87.9,No,No
PRF03015,EMP02745,2025-H1,5,99.4,No,No
PRF03016,EMP01885,2026-H1,3,63.3,No,No
PRF03017,EMP00733,2025-H1,4,66.8,No,Yes
PRF03018,EMP01373,2024-H2,4,51.0,No,No
PRF03019,EMP00132,2025-H1,2,73.5,No,No
PRF03020,EMP00259,2024-H1,5,98.0,No,No
PRF03021,EMP01117,2024-H1,4,77.2,Yes,No
PRF03022,EMP94840,2026-H1,4,69.1,No,Yes
PRF03023,EMP00101,2026-H1,3,89.7,Yes,No
PRF03024,EMP01978,2024-H2,3,63.4,No,Yes
PRF03025,EMP00040,2025-H1,5,53.8,No,No
PRF03026,EMP01189,2026-H1,5,75.8,Yes,No
PRF03027,EMP00703,2025-H2,3,44.0,No,No
PRF03028,EMP00525,2025-H1,4,81.1,No,No
PRF03029,EMP01591,2025-H1,3,92.9,No,No
PRF03030,EMP01616,2026-H1,3,80.0,No,No
PRF03031,EMP03193,2024-H2,4,97.0,No,Yes
PRF03032,EMP02249,2025-H1,2,70.4,No,Yes
PRF03033,EMP02603,2026-H1,2,79.5,Yes,No
PRF03034,EMP01698,2025-H1,4,67.1,No,No
PRF03035,EMP02891,2024-H2,3,88.3,No,No
PRF03036,EMP02083,2025-H1,4,49.0,No,Yes
PRF03037,EMP00394,2025-H2,3,45.2,No,No
PRF03038,EMP00365,2024-H2,4,57.2,No,Yes
PRF03039,EMP01181,2026-H1,3,48.4,No,Yes
PRF03040,EMP01161,2026-H1,5,79.5,No,Yes
PRF03041,EMP01341,2025-H1,,42.1,No,No
PRF03042,EMP01443,2026-H1,1,64.4,No,No
PRF03043,EMP01792,2024-H2,3,84.3,Yes,Yes
PRF03044,EMP01734,2024-H1,4,60.8,Yes,No
PRF03045,EMP02151,2025-H2,5,83.8,Yes,No
PRF03046,EMP00097,2025-H2,4,48.9,No,Yes
PRF03047,EMP00928,2024-H2,5,64.2,Yes,Yes
PRF03048,EMP00959,2025-H2,3,79.1,No,No
PRF03049,EMP03045,2024-H1,4,81.7,No,Yes
PRF03050,EMP02708,2024-H2,3,60.4,Yes,Yes
PRF03051,EMP01416,2026-H1,1,68.7,Yes,Yes
PRF03052,EMP03091,2025-H1,4,85.5,Yes,No
PRF03053,EMP02709,2026-H1,3,45.8,No,Yes
PRF03054,EMP03175,2024-H2,3,83.2,No,No
PRF03055,EMP02366,2025-H1,4,40.1,Yes,Yes
PRF03056,EMP02475,2024-H2,4,68.8,No,No
PRF03057,EMP02123,2024-H2,3,71.6,No,Yes
PRF03058,EMP03075,2024-H2,5,98.1,Yes,Yes
PRF03059,EMP01732,2026-H1,4,53.4,No,Yes
PRF03060,EMP01278,2024-H2,2,78.5,No,No
PRF03061,EMP02167,2026-H1,3,53.4,No,No
PRF03062,EMP01890,2025-H2,5,83.8,No,No
PRF03063,EMP01539,2024-H2,4,49.3,No,No
PRF03064,EMP02304,2025-H1,4,49.4,No,Yes
PRF03065,EMP01481,2024-H1,4,60.8,No,Yes
PRF03066,EMP02314,2025-H2,3,86.6,No,Yes
PRF03067,EMP00255,2024-H1,4,75.9,No,No
PRF03068,EMP01958,2025-H1,4,59.9,Yes,No
PRF03069,EMP02776,2026-H1,4,97.7,No,No
PRF03070,EMP00118,2026-H1,3,90.3,No,No
PRF03071,EMP00127,2024-H1,3,55.3,Yes,No
PRF03072,EMP00460,2025-H2,3,96.8,No,Yes
PRF03073,EMP00783,2024-H2,2,54.0,Yes,Yes
PRF03074,EMP02569,2026-H1,5,72.4,Yes,Yes
PRF03075,EMP02823,2026-H1,4,46.7,No,Yes
PRF03076,EMP00187,2025-H2,4,86.9,Yes,Yes
PRF03077,EMP01361,2024-H1,4,45.2,No,No
PRF03078,EMP02843,2024-H2,4,44.0,No,Yes
PRF03079,EMP02865,2026-H1,2,47.0,No,No
PRF03080,EMP02136,2024-H2,3,46.8,No,Yes
PRF03081,EMP00276,2024-H2,5,72.7,No,Yes
PRF03082,EMP02881,2026-H1,3,89.0,No,Yes
PRF03083,EMP02714,2025-H2,4,75.0,No,No
PRF03084,EMP01610,2026-H1,2,46.0,No,No
PRF03085,EMP01246,2024-H1,4,50.3,Yes,Yes
PRF03086,EMP00385,2025-H1,5,78.2,Yes,Yes
PRF03087,EMP00487,2024-H1,3,84.7,No,Yes
PRF03088,EMP03104,2026-H1,1,44.0,Yes,No
PRF03089,EMP92422,2025-H2,4,45.3,No,Yes
PRF03090,EMP00884,2025-H1,5,58.4,No,Yes
PRF03091,EMP02760,2025-H2,4,70.1,No,Yes
PRF03092,EMP03025,2024-H1,3,94.6,Yes,No
PRF03093,EMP02287,2024-H2,3,82.3,No,No
PRF03094,EMP00299,2024-H2,5,74.5,Yes,Yes
PRF03095,EMP00839,2025-H1,4,50.5,Yes,Yes
PRF03096,EMP02153,2025-H2,3,74.6,No,No
PRF03097,EMP00858,2024-H2,4,54.7,Yes,Yes
PRF03098,EMP00314,2024-H1,4,73.6,Yes,Yes
PRF03099,EMP00283,2024-H2,5,48.9,Yes,Yes
PRF03100,EMP01183,2026-H1,4,44.8,Yes,No
PRF03101,EMP00012,2026-H1,4,50.8,No,No
PRF03102,EMP02236,2024-H2,4,89.9,No,No
PRF03103,EMP02628,2025-H2,2,75.0,No,No
PRF03104,EMP00836,2026-H1,4,60.7,No,Yes
PRF03105,EMP01658,2024-H1,4,80.4,No,No
PRF03106,EMP02203,2024-H2,4,60.5,Yes,Yes
PRF03107,EMP01352,2024-H1,4,72.8,No,No
PRF03108,EMP01064,2025-H1,3,95.2,Yes,No
PRF03109,EMP00759,2026-H1,5,63.7,No,Yes
PRF03110,EMP02261,2024-H2,5,48.5,Yes,No
PRF03111,EMP02992,2024-H2,5,43.0,No,Yes
PRF03112,EMP00521,2025-H1,3,72.5,No,No
PRF03113,EMP00939,2024-H1,2,60.5,No,Yes
PRF03114,EMP02776,2024-H1,3,80.9,No,Yes
PRF03115,EMP02886,2025-H2,3,50.2,No,No
PRF03116,EMP01575,2025-H1,,87.4,No,Yes
PRF03117,EMP00612,2024-H1,2,49.5,No,No
PRF03118,EMP02905,2024-H1,3,98.5,No,Yes
PRF03119,EMP01145,2026-H1,5,68.5,No,Yes
PRF03120,EMP95890,2024-H2,1,66.5,No,Yes
PRF03121,EMP02346,2024-H2,2,44.0,Yes,No
PRF03122,EMP01868,2024-H1,3,67.2,No,No
PRF03123,EMP00789,2025-H2,3,92.1,No,No
PRF03124,EMP02261,2024-H2,3,94.7,No,Yes
PRF03125,EMP00759,2024-H1,,88.5,No,No
PRF03126,EMP02131,2025-H2,3,93.9,No,Yes
PRF03127,EMP02299,2025-H1,3,75.8,No,Yes
PRF03128,EMP00853,2024-H2,5,78.5,No,No
PRF03129,EMP02303,2024-H1,3,70.5,No,No
PRF03130,EMP02594,2025-H1,4,72.5,Yes,No
PRF03131,EMP01337,2024-H2,3,46.1,No,No
PRF03132,EMP03028,2025-H2,4,55.8,No,No
PRF03133,EMP00509,2024-H1,4,54.3,No,No
PRF03134,EMP02261,2025-H1,3,55.6,No,No
PRF03135,EMP01026,2025-H2,3,79.9,No,Yes
PRF03136,EMP02377,2024-H2,4,80.4,Yes,Yes
PRF03137,EMP00260,2025-H1,4,59.8,No,Yes
PRF03138,EMP02473,2024-H2,4,40.9,No,No
PRF03139,EMP02928,2024-H1,5,78.9,No,Yes
PRF03140,EMP00376,2025-H2,3,72.2,No,Yes
PRF03141,EMP00265,2025-H1,2,56.7,No,Yes
PRF03142,EMP00172,2024-H1,4,90.3,No,Yes
PRF03143,EMP02071,2024-H2,3,2.3,Yes,Yes
PRF03144,EMP00190,2025-H2,5,82.1,No,Yes
PRF03145,EMP02539,2026-H1,5,63.4,No,No
PRF03146,EMP00380,2026-H1,3,62.6,No,Yes
PRF03147,EMP00619,2026-H1,3,74.3,No,Yes
PRF03148,EMP02424,2025-H1,4,68.5,No,No
PRF03149,EMP00365,2026-H1,4,66.8,No,Yes
PRF03150,EMP00462,2025-H2,4,67.5,No,Yes
PRF03151,EMP02951,2026-H1,4,51.8,No,Yes
PRF03152,EMP01183,2025-H1,4,43.9,No,No
PRF03153,EMP00581,2026-H1,1,66.3,No,Yes
PRF03154,EMP02665,2024-H2,3,86.4,No,Yes
PRF03155,EMP00967,2026-H1,3,91.3,No,Yes
PRF03156,EMP02538,2024-H2,2,59.1,No,No
PRF03157,EMP02139,2024-H2,3,0.0,No,Yes
PRF03158,EMP00342,2025-H1,3,53.6,No,No
PRF03159,EMP01345,2024-H1,3,86.1,No,Yes
PRF03160,EMP00090,2025-H1,4,60.2,No,Yes
PRF03161,EMP01703,2024-H1,3,51.9,No,Yes
PRF03162,EMP02647,2025-H1,4,91.5,Yes,Yes
PRF03163,EMP01152,2025-H2,3,78.4,No,No
PRF03164,EMP00017,2024-H2,2,70.8,Yes,No
PRF03165,EMP01851,2024-H2,2,60.7,Yes,Yes
PRF03166,EMP01799,2024-H1,4,85.6,No,Yes
PRF03167,EMP03070,2026-H1,4,50.9,No,Yes
PRF03168,EMP01524,2026-H1,3,88.1,No,Yes
PRF03169,EMP03135,2026-H1,3,85.3,No,Yes
PRF03170,EMP02989,2024-H1,5,59.5,Yes,No
PRF03171,EMP00265,2024-H2,5,97.2,No,No
PRF03172,EMP02626,2026-H1,3,66.7,No,No
PRF03173,EMP00656,2024-H1,5,78.9,No,Yes
PRF03174,EMP00320,2025-H1,3,55.0,Yes,Yes
PRF03175,EMP01651,2024-H1,,94.3,No,No
PRF03176,EMP00311,2026-H1,4,99.1,No,Yes
PRF03177,EMP01172,2024-H1,3,91.0,No,No
PRF03178,EMP02941,2024-H1,5,55.1,Yes,No
PRF03179,EMP01176,2025-H1,,57.0,No,No
PRF03180,EMP01465,2025-H2,5,49.2,Yes,Yes
PRF03181,EMP00841,2024-H2,3,57.0,No,No
PRF03182,EMP01179,2024-H2,5,70.8,Yes,No
PRF03183,EMP02148,2024-H1,4,81.8,No,No
PRF03184,EMP01026,2026-H1,4,65.1,No,No
PRF03185,EMP00428,2025-H1,4,80.4,Yes,No
PRF03186,EMP01622,2025-H1,4,73.4,No,Yes
PRF03187,EMP02802,2025-H2,3,48.6,No,No
PRF03188,EMP00449,2026-H1,3,88.4,Yes,Yes
PRF03189,EMP00433,2025-H2,4,49.0,No,Yes
PRF03190,EMP00681,2025-H1,3,52.5,Yes,Yes
PRF03191,EMP02537,2024-H2,3,94.0,Yes,Yes
PRF03192,EMP02060,2024-H1,4,53.6,No,No
PRF03193,EMP01839,2024-H1,5,47.3,Yes,Yes
PRF03194,EMP00286,2024-H2,3,87.0,Yes,No
PRF03195,EMP00459,2024-H1,4,90.0,No,Yes
PRF03196,EMP90269,2024-H1,4,58.0,Yes,Yes
PRF03197,EMP00346,2024-H1,3,62.7,Yes,Yes
PRF03198,EMP01478,2025-H1,3,76.8,No,Yes
PRF03199,EMP00317,2025-H1,4,63.0,No,No
PRF03200,EMP01110,2026-H1,4,98.6,Yes,Yes
PRF03201,EMP01846,2025-H2,4,80.4,No,Yes
PRF03202,EMP02471,2024-H1,3,63.4,Yes,Yes
PRF03203,EMP01207,2025-H2,3,75.1,No,Yes
PRF03204,EMP03146,2025-H2,1,78.5,No,Yes
PRF03205,EMP02180,2024-H1,3,90.3,No,No
PRF03206,EMP01554,2024-H2,1,51.8,No,Yes
PRF03207,EMP00980,2025-H2,,61.6,No,No
PRF03208,EMP00383,2025-H2,4,90.1,No,No
PRF03209,EMP00888,2025-H2,4,98.4,No,Yes
PRF03210,EMP02171,2024-H2,4,40.5,No,No
PRF03211,EMP01488,2024-H1,4,49.2,No,No
PRF03212,EMP00187,2025-H2,3,85.6,Yes,No
PRF03213,EMP01498,2024-H2,5,95.3,No,Yes
PRF03214,EMP02886,2024-H2,4,62.0,Yes,No
PRF03215,EMP01221,2026-H1,3,92.2,No,Yes
PRF03216,EMP00135,2026-H1,4,52.9,No,Yes
PRF03217,EMP02035,2026-H1,3,99.8,No,No
PRF03218,EMP02803,2025-H1,3,84.4,Yes,Yes
PRF03219,EMP01610,2026-H1,3,89.3,No,No
PRF03220,EMP00691,2025-H2,4,72.4,No,No
PRF03221,EMP00726,2025-H2,5,55.8,No,Yes
PRF03222,EMP00727,2024-H1,5,97.1,No,Yes
PRF03223,EMP02148,2024-H2,5,82.8,No,Yes
PRF03224,EMP01288,2025-H2,1,86.7,Yes,Yes
PRF03225,EMP01521,2024-H1,3,86.0,No,Yes
PRF03226,EMP02970,2024-H2,3,76.4,No,No
PRF03227,EMP00598,2024-H2,3,54.0,No,No
PRF03228,EMP02684,2025-H2,4,88.6,No,No
PRF03229,EMP03021,2025-H2,3,80.9,No,No
PRF03230,EMP02505,2025-H2,4,52.8,No,Yes
PRF03231,EMP02918,2025-H2,,63.4,No,Yes
PRF03232,EMP00576,2024-H2,4,91.0,Yes,No
PRF03233,EMP00020,2025-H2,4,65.1,No,No
PRF03234,EMP00522,2025-H1,3,72.5,No,Yes
PRF03235,EMP01072,2025-H2,4,41.8,No,Yes
PRF03236,EMP01532,2026-H1,1,65.4,Yes,Yes
PRF03237,EMP02189,2026-H1,2,54.7,No,No
PRF03238,EMP02122,2025-H2,3,54.2,No,No
PRF03239,EMP00379,2025-H1,3,52.0,Yes,No
PRF03240,EMP02693,2024-H1,4,66.9,No,Yes
PRF03241,EMP03061,2026-H1,4,67.6,No,Yes
PRF03242,EMP02335,2026-H1,4,42.7,No,No
PRF03243,EMP01743,2025-H1,5,94.5,Yes,Yes
PRF03244,EMP02249,2026-H1,3,80.5,No,Yes
PRF03245,EMP02417,2025-H1,3,65.7,No,No
PRF03246,EMP02258,2025-H1,3,57.0,No,No
PRF03247,EMP01127,2026-H1,3,66.2,No,Yes
PRF03248,EMP01291,2025-H2,4,72.3,No,No
PRF03249,EMP01370,2024-H1,3,40.3,No,No
PRF03250,EMP00875,2024-H1,4,65.5,No,Yes
PRF03251,EMP01134,2024-H1,4,76.1,No,No
PRF03252,EMP00137,2026-H1,2,72.7,No,No
PRF03253,EMP03072,2024-H1,4,61.9,No,No
PRF03254,EMP00443,2026-H1,1,55.9,No,No
PRF03255,EMP01024,2024-H2,4,86.3,Yes,Yes
PRF03256,EMP02290,2024-H1,2,67.8,No,Yes
PRF03257,EMP01970,2024-H2,3,88.9,No,No
PRF03258,EMP00178,2025-H1,5,93.5,No,No
PRF03259,EMP02478,2025-H2,,86.1,No,No
PRF03260,EMP00399,2024-H2,5,55.4,No,No
PRF03261,EMP00168,2026-H1,3,96.3,No,Yes
PRF03262,EMP00478,2025-H2,1,87.8,Yes,Yes
PRF03263,EMP00795,2025-H1,3,49.7,No,Yes
PRF03264,EMP01187,2024-H2,3,43.8,No,No
PRF03265,EMP01045,2025-H1,5,52.2,Yes,No
PRF03266,EMP01041,2024-H2,5,41.0,No,No
PRF03267,EMP00804,2024-H2,3,88.3,No,No
PRF03268,EMP00936,2026-H1,5,47.5,Yes,Yes
PRF03269,EMP01056,2026-H1,5,81.4,No,Yes
PRF03270,EMP01564,2025-H2,4,63.6,No,Yes
PRF03271,EMP02223,2024-H2,2,53.7,Yes,No
PRF03272,EMP00439,2026-H1,4,94.6,Yes,No
PRF03273,EMP00360,2025-H1,3,67.0,No,No
PRF03274,EMP02963,2025-H1,4,52.7,No,Yes
PRF03275,EMP01493,2026-H1,3,86.9,No,Yes
PRF03276,EMP01606,2025-H1,2,58.6,No,Yes
PRF03277,EMP02800,2026-H1,4,47.1,No,Yes
PRF03278,EMP01115,2026-H1,3,89.1,No,No
PRF03279,EMP02896,2025-H2,3,83.8,Yes,No
PRF03280,EMP03148,2025-H1,3,91.9,No,No
PRF03281,EMP02861,2026-H1,3,62.5,No,No
PRF03282,EMP02917,2025-H2,5,47.8,Yes,Yes
PRF03283,EMP02772,2024-H2,,76.0,No,No
PRF03284,EMP00105,2025-H2,5,82.0,Yes,Yes
PRF03285,EMP01412,2024-H2,4,94.3,No,No
PRF03286,EMP02516,2024-H1,4,67.7,No,No
PRF03287,EMP01592,2026-H1,5,98.8,Yes,Yes
PRF03288,EMP00107,2025-H2,3,62.2,No,Yes
PRF03289,EMP00919,2025-H1,3,46.2,No,No
PRF03290,EMP03120,2024-H1,4,96.9,Yes,No
PRF03291,EMP00027,2026-H1,3,78.4,No,No
PRF03292,EMP01770,2024-H2,3,70.6,No,No
PRF03293,EMP02041,2024-H1,4,71.4,No,Yes
PRF03294,EMP00919,2025-H2,3,59.8,No,Yes
PRF03295,EMP02794,2026-H1,2,46.6,No,Yes
PRF03296,EMP01049,2026-H1,5,66.8,Yes,No
PRF03297,EMP01385,2026-H1,5,61.7,No,Yes
PRF03298,EMP00102,2024-H1,4,99.3,Yes,No
PRF03299,EMP02970,2024-H1,3,55.3,No,Yes
PRF03300,EMP03171,2025-H1,5,51.0,No,No
PRF03301,EMP02820,2025-H2,3,87.9,Yes,Yes
PRF03302,EMP02485,2025-H1,4,78.4,No,No
PRF03303,EMP00983,2026-H1,5,79.8,No,No
PRF03304,EMP00251,2025-H1,4,82.2,No,Yes
PRF03305,EMP02373,2026-H1,4,45.7,No,No
PRF03306,EMP00175,2025-H1,4,56.5,No,Yes
PRF03307,EMP00293,2024-H2,3,80.3,No,No
PRF03308,EMP00607,2025-H2,1,95.9,No,No
PRF03309,EMP02235,2025-H2,5,53.2,No,No
PRF03310,EMP00324,2026-H1,5,57.7,No,No
PRF03311,EMP00642,2024-H2,4,63.0,No,No
PRF03312,EMP00588,2024-H1,3,55.5,No,Yes
PRF03313,EMP01721,2024-H2,3,49.3,No,No
PRF03314,EMP02242,2024-H2,3,49.7,Yes,No
PRF03315,EMP00744,2024-H2,3,44.6,No,Yes
PRF03316,EMP03152,2024-H1,4,65.9,No,No
PRF03317,EMP00171,2025-H2,4,64.7,No,No
PRF03318,EMP02737,2026-H1,5,82.2,Yes,No
PRF03319,EMP01669,2024-H2,3,89.5,No,No
PRF03320,EMP02451,2024-H2,3,56.6,No,Yes
PRF03321,EMP02204,2026-H1,4,96.1,No,Yes
PRF03322,EMP02298,2024-H2,2,90.1,No,Yes
PRF03323,EMP01227,2026-H1,3,45.5,No,Yes
PRF03324,EMP01068,2024-H2,4,65.7,No,No
PRF03325,EMP00511,2025-H1,3,41.5,No,Yes
PRF03326,EMP00985,2025-H2,3,51.4,No,No
PRF03327,EMP00552,2026-H1,5,62.5,Yes,Yes
